entry_time_utc,jst_hour,jst_dow,atr_pct,adx,volume_ratio_20,ret_4bar_pct,ret_16bar_pct,btc_ret_4bar_pct,btc_ret_16bar_pct,direction,exit_reason,pnl_pct,scaled_pnl_pct,win,holding_bars
2025-09-09T08:45:00Z,17,1,0.4439,32.2,0.13,-0.561,1.446,-0.37,0.479,LONG,STOP_LOSS,-1.2296,-1.2296,0,19
2025-09-09T13:45:00Z,22,1,0.3071,14.22,3.124,0.248,-0.159,0.046,0.172,LONG,STOP_LOSS,-0.6945,-0.6945,0,2
2025-09-10T00:00:00Z,9,2,0.2308,14.51,1.012,-0.275,0.49,-0.028,0.145,LONG,TAKE_PROFIT,1.7947,1.7947,1,29
2025-09-10T10:45:00Z,19,2,0.4074,29.96,1.592,-0.117,0.436,0.01,0.293,LONG,TAKE_PROFIT,1.1421,1.1421,1,8
2025-09-10T13:30:00Z,22,2,0.5408,31.56,0.674,-0.085,1.445,0.563,1.388,LONG,TAKE_PROFIT,2.1294,2.1294,1,91
2025-09-11T12:45:00Z,21,3,0.6853,18.4,0.815,0.432,1.145,-0.225,-0.256,LONG,STOP_LOSS,-1.2296,-1.2296,0,2
2025-09-11T15:00:00Z,0,4,0.9485,16.12,0.577,-0.129,-0.156,0.212,-0.091,LONG,TAKE_PROFIT,2.1294,2.1294,1,39
2025-09-12T01:45:00Z,10,4,0.5455,33.86,0.783,-0.251,2.408,-0.29,0.908,LONG,TAKE_PROFIT,2.1294,2.1294,1,12
2025-09-12T09:15:00Z,18,4,0.3484,47.67,0.165,0.339,0.345,-0.124,-0.227,LONG,TAKE_PROFIT,1.327,1.327,1,52
2025-09-12T22:45:00Z,7,5,0.5506,21.86,2.246,0.22,0.098,0.153,-0.189,LONG,STOP_LOSS,-1.2296,-1.2296,0,53
2025-09-13T22:15:00Z,7,6,0.2439,20.25,0.774,0.112,1.318,-0.041,0.231,LONG,TAKE_PROFIT,1.9688,1.9688,1,15
2025-09-14T04:30:00Z,13,6,0.6888,37.42,0.716,-0.118,1.785,0.027,-0.086,LONG,STOP_LOSS,-1.2296,-1.2296,0,38
2025-09-14T17:30:00Z,2,0,0.5331,22.31,0.503,0.821,0.845,0.168,0.249,LONG,STOP_LOSS,-1.2296,-1.2296,0,7
2025-09-15T05:30:00Z,14,0,0.3138,19.73,0.276,0.184,0.981,0.326,0.926,LONG,STOP_LOSS,-1.2296,-1.2296,0,6
2025-09-16T01:15:00Z,10,1,0.3059,12.4,0.715,0.769,0.428,0.412,0.131,LONG,STOP_LOSS,-0.9814,-0.9814,0,13
2025-09-17T00:15:00Z,9,2,0.3237,18.81,0.077,-0.652,-0.695,-0.075,-0.083,SHORT,STOP_LOSS,-1.2304,-1.2304,0,77
2025-09-18T08:00:00Z,17,3,0.3119,21.0,0.121,0.108,-0.556,0.084,-0.264,LONG,TAKE_PROFIT,1.6554,1.6554,1,23
2025-09-18T14:00:00Z,23,3,0.3919,19.97,2.771,0.28,0.866,0.229,0.682,LONG,TAKE_PROFIT,1.2529,1.2529,1,12
2025-09-18T18:15:00Z,3,4,0.4889,38.99,0.156,-0.239,1.222,0.234,-0.01,LONG,STOP_LOSS,-1.2296,-1.2296,0,6
2025-09-20T04:45:00Z,13,5,0.2539,21.48,1.926,0.02,-0.042,0.098,-0.041,LONG,STOP_LOSS,-1.0049,-1.0049,0,133
